Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
991,6301 107 2023 010 01 1,6301,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,"Desa Muara Kintap Rt 3, Kec. Kintap, Kab. Tanah Laut. Desa Pasir Putih Rt 05, Kec. Kintap, Kab. Tanah Laut. Desa Pandahan, Kec. Bati-Bati, Kab. Tanah Laut. Desa Pandahan, Kec. Bati-Bati, Kab. Tanah Laut. Desa Kintap Kecil, Kec. Kintap, Kab. Tanah Laut. Jl. Raya Takisung, Desa Takisung, Kec. Takisung, Kab. Tanah Laut. Desa Kintap Kecil Rt 5, Kec. Kintap, Kab. Tanah Laut. Desa Ambungan, Kec. Pelaihari, Kab. Tanah Laut. Desa Kintap Kecil Rt 2, Kec. Kintap, Kab. Tanah Laut Desa Ambungan, Kec. Pelaihari, Kab. Tanah Laut Desa Maluka Baulin, Kec. Kurau, Kab. Tanah Laut Desa Srikandi, Kec. Kurau, Kab. Tanah Laut. Ds. Tambang Ulang, Kec. Tambang Ulang, Kab. Tanah Laut. Bati-Bati Kecamatan Bati Bati Desa Takisung, Kec. Takisung, Kab. Tanah Laut. Desa Kintap Rt 2 Kec. Kintap Kab. Tanah Laut Desa Pandan Sari Rt 13 Kec. Kintap Kab. Tanah Laut Desa Telaga, Kec. Pelaihari, Kab. Tanah Laut. Jl. Sarang Halang Rt 06 Rw 04 Desa Bumi Jaya, Kec. Pelaihari, Kab. Tanah Laut. PT. Suri Tani Pemuka, Desa Telaga Langsat, Kec. Takisung, Kab. Tanah Laut. Desa Bukit Mulya, Kec. Kintap, Kab. Tanah Laut Desa Bukit Mulya Rt 13, Kec. Kintap, Kab. Tanah Laut. Desa Pandansari Rt 06 Kec. Kintap, Kab. Tanah Laut. Desa Tanjung, Kec. Bajuin, Kab. Tanah Laut. Desa Sungai Jelai, Kec. Tambang Ulang, Kab. Tanah Laut. Belakang SD Tampang, Desa Tampang, Kec. Pelaihari, Kab. Tanah Laut. Jl. Sungai Aris Rt 008, Desa Sungai Jelai, Kec. Tambang Ulang. Desa Muara Kintap Rt 13 Kec. Kintap, Kab. Tanah Laut. TAMBANG ULANG BAJUIN KURAU KINTAP PELAIHARI TAKISUNG PELAIHARI BATU AMPAR BATI-BATI KINTAP TAKISUNG PELAIHARI BATI-BATI TAMBANG ULANG KINTAP",TANAH LAUT,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
992,2101 105 2023 010 01 1,2101,10/1/2023,CUACA EKSTREM,Kec. Teluk Bintan Ds. Bintan Buyu,BINTAN,KEPULAUAN RIAU,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi disertai angin kencang,,,1,2,,0
993,6303 107 2023 010 01 1,6303,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,"Jl. Gubernur Syarkawi, Kec. Gambut Jl. Tol Mali-Mali, Kec. Karang Intan Samping SMA 1 Sungai Tabuk, Kec. Sungai Tabuk Fitria Residen Kec Karang Intan.",BANJAR,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
994,3213 107 2023 010 01 1,3213,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,Kecamatan Kalijati Desa/KelJalupang,SUBANG,JAWA BARAT,Dokumentasi,Belum Diketahui,,,,0,,0
995,7108 106 2023 010 01 1,7108,10/1/2023,KEKERINGAN,Kec. Sangkub Ds. Sidodadi Thap 1 Ds. Sidodadi Thap 2 Kec. Bintanua Ds. Huntuk Ds. Mome Kec. Bolangitang Timur Ds. Bohabak 2 Ds. Bohabak IV Ds. Biontong 1 Ds. Binuanga Kec. Bolangitang Barat Ds. Langi Kec. Pinogaluman Ds. Komus  Ds. Komus Dua Timur Ds. Komus Satu  Kec. Kaidipang Ds. Inomunga,BOLAANG MONGONDOW UTARA,SULAWESI UTARA,Dokumentasi,●DIpicu oleh musim kemarau panjang,,,,0,,0
996,1211 105 2023 010 01 1,1211,10/1/2023,CUACA EKSTREM,Kec. Parbuluan Ds. Bangun Ds. Bangun I Ds. Parbuluan IV,DAIRI,SUMATERA UTARA,Dokumentasi,●Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang,,,,114,,0
997,5319 107 2023 010 01 1,5319,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Kota Komba  Kel. Watunggene,MANGGARAI TIMUR,NUSA TENGGARA TIMUR,Dokumentasi,●belum diketahui,,,,0,,0
998,1407 107 2023 010 01 1,1407,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Tanah Putih Kep. Mumugo,ROKAN HILIR,RIAU,Dokumentasi,,,,,0,,0
999,6372 107 2023 010 01 1,6372,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,"Jl TPA Gunung kupang, RT 36 Rw 10 Trikora 8 Rt.6 Rw.9 jl. Kenanga RT 06 wengga tahap 5 Jl. Pondok Mangga RT/RW 19/08 Lambung Mangkurat Jl. Banjar gawi makmur RT 07 RW 03 Pengayuan Rt.03 Jl. Transpol Ujung Murung Rt. 33 Jl. Tanah Merah Jl. Berkat mufakat RT.14 Jl. A Yani Km 20 RT.10 RW.3 Jurusan Peelaihari Jl. Jurusan Peelaihari KM 25 RT.02 RW01 Jl. Berkat mufakat RT.14 Guntung Harapan yonif 623 Sidomulyo raya jl. Jurusan Pelaihari pembataan Jl. Kenanga Rt.06 Rw.09 jl. Gatah tunggal RT 29 jl. Abadi 3 jl. Timbang Rasa Jl. Mistar Cokrokusumo Kel. Bangkal Jl. Kruing Indah, Sungai Sumba Rt. 9 Kel. Guntung Manggis Jl. Batu Besi Jl. Pondok Kelapa Komp. Babul Jaya Rt.25 Rw.11 Jl. Padat karya",KOTA BANJARBARU,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1000,3509 107 2023 010 01 1,3509,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Ledokombo Ds. Slateng,JEMBER,JAWA TIMUR,Dokumentasi,●masih dalam penyelidikan pihak berwajib,,,,0,,0
1001,6310 107 2023 010 01 1,6310,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,"Desa kersik Putih RT. 06 Kecamatan : Batulicin Kel. Gunung Tinggi Kecamatan : Kec. Batulicin Jl. Arjuna Kel. Batulicin RT. 17 Kecamatan Batulicin Desa Kresik Putih (depan gardu PLN) Kec. Batulicin JL. Arjuna RT. 18 Kel. Batulicin Kec. Batulicin Desa Karya Bakti RT.02 Kec. Kusan Tengah Desa Karya Bakti Kec. Kusan Tengah Kab Tanah Bumbu Jl. Kuranji , Desa Maju Bersama RT. 03 Kec. Batulicin Kab Tanah Bumbu Jl. Dharma Praja,Desa kersik putih, Kec Batulicin Jl. Lingkar Kusambi,Desa Maju Bersama RT.03,Kec Batulicin Jl. Arjuna,Kel. Batulicin,Kec Batulicin Jl. Bakarangan Desa Betung Kecamatan Kusan hilr Jl. Kuranji Desa Maju Bersama RT. 03 Kecamatan Batulicin Jl. Lingkar Kusambi ,Desa Maju Bersama RT.03 Kec. Batulicin Kab.Tanah Bumbu Jl. Lingkar 30,Desa Maju Bersama RT.06,Kec Batulicin Jl. Lingkar 30, Desa Batulicin, Kecamatan Batulicin Jl. Semayap / Arjuna Kel/Desa : Kel.Batulicin Kecamatan : Batulicin Jl. Raya Batulicin (belakang kantor KSOP), Kelurahan Batulicin,Kecamatan : Batulicin Jl. Kampung Baru Kec. Kusan Hilir Kab. Tanah Bumbu Jln Domaing Desa Kersik Putih RT.06 Kec. Batulicin, Kab.Tanah Bumbu Jln Darhma Praja (Gardu PLN) Desa Kersik Putih Kec. Batulicin, Kab.Tanah Bumbu Jl. Lingkar 30 Kec. Batulicin, Kab.Tanah Bumbu Desa Tanete Kec. Kusan Hilir kab.tanah bumbu Jl. Lingkar 30,Kel. Batulicin,Kec Batulicin Jl. Poros Batulicin,Desa Api-Api RT.03 Jl. Lingkar 30 (samping eks politeknik) Kel. Batulicin Kec. Batulicin Jl. Arjuna RT. 18 Kel. Batulicin Kec. Batulicin Jl.Arjuna Kec.Batulicin, Kab.Tanah Bumbu Jl.Lingkar 30 BKW Kec.Batulicin, Kab.Tanah Bumbu Jl.Malewa ,Kec.Batulicin, Kab.Tanah Bumbu Jl. Arjuna,Kelurahan Batulicin,Kab Batulicin Jl. Semayap (Arjuna),Kel. Batulicin Perumahan Mallewa Raya,Kel. Batulicin Desa Sepunggur (samping kantor LPG),Kec Kusan Tengah Perumahan Ar Raudhah 3, desa Kupang Berkah Jaya, kecamatan Simpang Empat Perumahan H. Tare (depan pasar Minggu),Kec Simpang Empat Jl. Darma Praja (didepan Kantor capil), Desa Gunung Tinggi Kecamatan : Batulicin Jl. Raya Batulicin (belakang toko H. Utuh) Desa Kersik Putih Kec. Batulicin Kab. Tanah Bumbu Wilayah perumahan H. Tare (depan pasar Minggu), Kec.Simpang Empat, Kab.Tanah Bumbu Jl. Ahmad Yani , Rantau Panjang Hilir Desa Kampung Baru RT.03 (depan pasar minggu) Kec. Simpang Empat Kab. Tanah Bumbu Desa Kersik Putih (Perumahan Kersik Putih Indah) Kec. Batulicin, Kab.Tanah Bumbu Kelurahan Gunung Tinggi RT. 02 Kec. Batulicin, Kab. Tanah Bumbu Perumahan Kersik Putih Indah,Kel Tanah Merah Indah , Kec Batulicin Jl. Penghulu RT.01, Kelurahan Guning Tinggi Kecamatan : Batulicin Desa Polewali Marajae RT.03, Kecamatan Batulicin Desa Segumbang RT.02 Kec. Batuicin Jl. Arwana Desa Suka Maju RT. 01, Kec. Batulicin, Kab.Tanah Bumbu Jl. Dharma Praja Desa Kersik Putih, Kec. Batulicin, Kab.Tanah Bumbu Jalan. Lingkar 30, Kec Batulicin Perumahan Madani, Desa Kersik Putih , Kec Batulicin Jalan Lingkar 30 , Kec Batulicin Jalan Arjuna (SMK TUNAS BANGSA) , Kec Batulicin Jl. Dharma Praja Desa Kersik Putih Kec. Batulicin Jln Tanjung minung Kelurahan Gunung Tinggi RT.05, Kec. Batulicin, Kab.Tanah Bumbu Jl. Dharma Praja,Desa Kersik Putih Jl. Lesehan Bambu Kuning,Kec Batulicin Jl. Asnawi II desa Tanah Merah Indah, Kecamatan : Batulicin Jl. Manggis Kecamatan : Batulicin Desa Karya Bakti RT.02, Kecamatan Kusan Tengah, Kab. Tanah Bumbu Desa Kampung Baru (Perumahan H. Tare) RT. 003 Kecamatan Simpang Empat Jl. Dharma Praja jembatan satu Desa Kersik Putih RT. 07 Kec. Batulicin Jl. 30 Jembatan Kembar Desa Kusambi Kec. Batulicin Jl.Darma Praja (perumahan berkat mandiri) Kel. Gunung Tinggi RT. 06 Jl. Dharma Praja Desa Kersik Putih (depan gardu induk PLN) Kel. Gunung Tinggi Kec. Batulicin Desa Bunati Jl. Arjuna Jl. Lingkar Kusambi Jl. Malewa (perumahan malewa Jl. Manggis",TANAH BUMBU,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1002,6304 107 2023 010 01 1,6304,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,"Desa Dwipasari, Kecamatan Wanaraya, Kabupaten Barito Kuala Desa Cahaya Baru Ray 7, Kecamatan Jejangkit, Kabupaten Barito Kuala Desa Tabing Rimbah, Kecamatan Mandastana, Kabupaten Barito Kuala Kel.Ulu Benteng Kec. Marabahan, Kabupaten Barito Kuala Desa Semangat Dalam (Komp. Kurnia Indah), Kecamatan Alalak, Kabupaten Barito Kuala Desa Sawahan Rt.008 Ray 16, Kecamatan Cerbon, Kabupaten Barito Kuala Desa Puntik Tengah Ray 4, Kecamatan Mandastana, Kabupaten Barito Kuala Desa Jejangkit Pasar Handil 6, Kecamatan Jejangkit, Kabupaten Barito Kuala Desa Batik, Kec. Bakumpai Kab. Barito Kuala Desa Bahandang Kec. Jejangkit Kab. Barito Kuala Kel. Marabahan Kec. Marabahan Kab. Barito Kuala Jl. BLK Kel.Ulu Benteng Kec. Marabahan, Kabupaten Barito Kuala Jl.BLK, Kelurahan Ulu Benteng, Kec. Marabahan Kab. Barito Kuala Kelurahan Ulu Benteng, Kec. Marabahan Kab. Barito Kuala Tamban, Mekarsari Alalak Mandastana Alalak Tamban Cerbon Tabukan Mandastana Mandastana Bakumpai Barambai Alalak Alalak Bakumpai Rantau Badauh Marabahan Marabahan Marabahan Barambai Mekarsari Mekarsari",BARITO KUALA,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1003,7402 106 2023 010 01 1,7402,10/1/2023,KEKERINGAN,Kec. Besulutu  Ds. Pulowaru Ds. Laloumera Ds. Watumolomba  Ds. Lalowulo  Ds. Labela  Kec. Soropia Ds. Bajoe  Ds. Bajo Indah Ds. Leppe Ds. Atowatu Kec. Lalonggasumeeto Ds. Bumi Indah Ds. Lalombonda Ds. Lalonggasumeeto Ds. Toolawawo Ds. Puuwonua  Kec. Wawotobi Ds. Korumba Ds. Nario Indah Ds. Karandu  Kec. Kapoiala Ds. Ulu Lalimbue Ds. Muara Sampara Ds. Lalonggombuno Ds. Lalimbue  Ds. Sambarasi  Ds. Kapoiala  Kec. Lambuya Ds. Meraka Kec. Abuki Ds. Kasuwura  Ds. Walay  Ds. Sambeani  Ds. Epeea  Ds. Asolu Ds. Anggoro  Ds. Punggaluku  Ds. Abuki,KONAWE,SULAWESI TENGGARA,Dokumentasi,●Dipicu oleh musim kemarau yang panjang,,,,0,,0
1004,6311 107 2023 010 01 1,6311,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,"Desa Mantimin Kec. Batumandi, Kab. Balangan",BALANGAN,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1005,3604 107 2023 010 01 1,3604,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Anyer Ds. Tambang Ayam,SERANG,BANTEN,Dokumentasi,●dalam penyelidikan,,,,0,,0
1006,1402 107 2023 010 01 1,1402,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Batang Cenaku Ds. Alim,INDRAGIRI HULU,RIAU,Dokumentasi,,,,,0,,0
1007,3301 107 2023 010 01 1,3301,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Cimanggu Ds. Panimbang,CILACAP,JAWA TENGAH,Dokumentasi,●Belum diketahui,,,,0,,0
1008,1409 107 2023 010 01 1,1409,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Kuantan Tengah Ds. Koto Kari Kec. Kuantan Mudik Ds. Koto Cengar,KUANTAN SINGINGI,RIAU,Dokumentasi,,,,,0,,0
1009,6305 107 2023 010 01 1,6305,10/1/2023,KEBAKARAN HUTAN DAN LAHAN,"Kel. Rantau Kiwa Kec. Tapin Utara Jl. Hakim Samad Desa Hiyung Kec. Tapin Tengah Kab. Tapin Kel. Bitahan Kec. Lokpaikat Kab. Tapin Kel.Bitahan Kec Lokpaikat, Kab. Tapin Desa Baringin A RT. 04 dan 05 Kec. Candi Laras Selatan Kab.Tapin Pualam Sari Kec.Binuang Kab.Tapin Desa Hiyung Kec. Tapin Tengah Kab.Tapin Jalan Balunan Desa Lokpaikat Kec. Lokpaikat Kab.Tapin Blok F Rt.005 RW.002 Desa Ayunan Papan Kec. Lokpaikat Kab.Tapin Jalan Hambrani Kel. Rangda Malingkung Kec. Tapin Utara Kab.Tapin Dusun Taibah Desa Binderang Kec. Lokpaikat Kab.Tapin Desa Binderang (Impat) Kec. Lokpaikat Kab. Tapin Kel Rangda Malingkung Kec Tapin Utara Kel Bitahan kec.lokpaikat Desa Hiyung Kec.Tapin tengah Kab Tapin Jalan patinting (balunan) Desa Lokpaikat Kec. Lokpaikat Kab.Tapin Jalan patinting (balunan) Desa Lokpaikat Kec. Lokpaikat Kab.Tapin Desa Bungur Kec. Bungur Jl. Matang Asam Desa Lawahan Kec.Tapin Selatan Kab. Tapin Desa Serawi Kec.Tapin Tengah",TAPIN,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1010,3308 107 2023 09 030 1,3308,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Bandongan Ds. Salamkanci,MAGELANG,JAWA TENGAH,Dokumentasi,●Masih dalam penyelidikan,,,,0,,0
1011,3402 107 2023 09 030 1,3402,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Banguntapan KELURAHAN Singosaren DUSUN Singosaren 2,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,0,,0
1012,6202 107 2023 09 030 1,6202,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,,KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,Dokumentasi,,,,,0,,0
1013,6301 107 2023 09 030 1,6301,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,"Desa Panggung Baru, Kec. Pelaihari, Kab. Tanah Laut.",TANAH LAUT,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1014,3313 107 2023 09 030 1,3313,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,,KARANGANYAR,JAWA TENGAH,Dokumentasi,Sedang dalam penyelidikan,,,,0,,0
1015,3308 107 2023 09 030 1,3308,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,Ngablak,MAGELANG,JAWA TENGAH,Dokumentasi,Masih dalam penyelidikan,,,,0,,0
1016,1405 107 2023 09 030 1,1405,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,"Kec. Teluk Meranti, Desa. Teluk Meranti",PELALAWAN,RIAU,Dokumentasi,,,,,0,,0
1017,6401 107 2023 09 030 1,6401,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Tanah Grogot DESA Jone,PASER,KALIMANTAN TIMUR,Dokumentasi,,,,,0,,0
1018,7313 102 2023 09 030 1,7313,9/30/2023,TANAH LONGSOR,Kec. Pammana Ds. Abbanuangnge,WAJO,SULAWESI SELATAN,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,1,,1
1019,6305 107 2023 09 030 1,6305,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,Desa Sungai Bahalang Kec. Tapin Tengah Kab.Tapin Desa Hiyung Kec. Tapin Tengah Kab.Tapin,TAPIN,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1020,6304 107 2023 09 030 1,6304,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,"Desa Tabing Rimbah, Kec. Mandastana, Kabupaten Barito Kuala Desa Pantai Hambawang, Kecamatan Mandastana, Kabupaten Barito Kuala Ds. Roham Raya, Kec. Wanaraya, Kabupaten Barito Kuala Ray 6 Cahaya Baru, Kec. Jejangkit, Kabupaten Barito Kuala",BARITO KUALA,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1021,3402 107 2023 09 030 1,3402,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Kasihan KELURAHAN Bangunjiwo DUSUN Kalangan,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,0,,0
1022,1504 107 2023 09 030 1,1504,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Pemayung Desa Simpang Kubu Kandang,BATANGHARI,JAMBI,Dokumentasi,,,,,0,,0
1023,6409 107 2023 09 030 1,6409,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Penajam DESA Nipah-Nipah,PENAJAM PASER UTARA,KALIMANTAN TIMUR,Dokumentasi,,,,,0,,0
1024,6402 107 2023 09 030 1,6402,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Muara Badak DESA Salo Palai KEC Samboja Barat DESA Sungai Merdeka,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Dokumentasi,,,,,0,,0
1025,3374 107 2023 09 030 1,3374,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,Banyumanik,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,"Cuaca panas, Masih dalam penyelidikan",,,,0,,0
1026,6303 107 2023 09 030 1,6303,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,"Tahura,Aranio Desa Melayu Kec Martapura Timur. Jl. Gubernur Syarkawi samping SMA Banua Kec. Gambut Desa Kayu Bawang Kec. Gambut. Desa Cindai Alus Kec. Martapura Kota Jl. Gubernur Syarkawi Kec. Gambut. Desa Abumbun Jaya Kec. Sungai Tabuk",BANJAR,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1027,6372 107 2023 09 030 1,6372,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,"Gambut Jalan suratno komplek kali mas RT 06 RW 03 jalan Transad. Kel guntung manggis, kec Landasan ulin Purnama Resident Kecamatan Gambut",KOTA BANJARBARU,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1028,3402 107 2023 09 030 1,3402,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Kasihan KELURAHAN Tamantirto DUSUN Mranggen,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,0,,0
1029,1404 107 2023 09 030 1,1404,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,"Kec. Gaung, Desa. Teluk Kabung",INDRAGIRI HILIR,RIAU,Dokumentasi,,,,,0,,0
1030,6310 107 2023 09 030 1,6310,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,"Jl. Lingkar Kusambi,Desa Suka Maju, Kec Batulicin Jl. 30 Batas Desa,Desa Kersik putih ,Kec Batulicin",TANAH BUMBU,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1031,3516 107 2023 09 030 1,3516,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,"Blok Putuk Kencur, Ds. Kemiri, Kec. Pacet (Wilayah Gn. Anjasmoro)",MOJOKERTO,JAWA TIMUR,Dokumentasi,,,,,0,,0
1032,8106 107 2023 09 030 1,8106,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Huamual Belakang Ds. Waesala,SERAM BAGIAN BARAT,MALUKU,Dokumentasi,●dalam penyelidikan,,,,0,,0
1033,6207 107 2023 09 030 1,6207,9/30/2023,KEBAKARAN HUTAN DAN LAHAN,Seruyan Raya,SERUYAN,KALIMANTAN TENGAH,Dokumentasi,,,,,0,,0
1034,6305 107 2023 09 029 1,6305,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,Desa Masta Kec. Bakarangan Kab. Tapin Desa Binderang Kec. Lokpaikat Kab. Tapin Jl.Perumahan Labuhan Permai Kel .Rangda Malingkung Kec. Tapin Utara Kab.Tapin Tambarangan (Samping SMP tambarangan) Kec.Tapin Selatan Kab.Tapin Desa Kalumpang Kec. Bungur Kab.Tapin,TAPIN,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1035,8104 107 2023 09 029 1,8104,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,Kec Namlea  Ds Jamilu,BURU,MALUKU,Dokumentasi,"●Diakibatkan oleh puntung rokok yang dibuang oleh orang yang tidak bertanggung jawab, dan kondisi ini diperparah lagi dengan adanya angin kencang serta musim kemarau yang panjang, mengakibatkan hangusnya Lahan Kayu Putih sebanyak 16 Hektar.",,,,0,,0
1036,6311 107 2023 09 029 1,6311,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,"Desa Tebing Tinggi, Rt. 01, Kec. Tebing Tinggi, Kab. Balangan Desa Uyam Sirap, Hamarung dan Tawahan Kec. Juai Kab. Balangan",BALANGAN,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1037,6474 107 2023 09 029 1,6474,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Bontang Selatan DESA Bontang Lestari,KOTA BONTANG,KALIMANTAN TIMUR,Dokumentasi,,,,,0,,0
1038,1708 107 2023 09 029 1,1708,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,KEC TEBAT KARAI DESA TABA AIR PAUH,KEPAHIANG,BENGKULU,Dokumentasi,,,,,0,,0
1039,1404 107 2023 09 029 1,1404,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,"Kec. Kemuning, Desa. Sekayan Kec. Pulau Burung, Desa. Pulau Burung",INDRAGIRI HILIR,RIAU,Dokumentasi,,,,,0,,0
1040,7304 105 2023 09 029 1,7304,9/29/2023,CUACA EKSTREM,KEC Rumbia DESA Rumbia DUSUN Kurisi,JENEPONTO,SULAWESI SELATAN,Dokumentasi,,,,,1,,0
1041,3310 107 2023 09 029 1,3310,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,"Klaten Utara, Karanganom, Bayat",KLATEN,JAWA TENGAH,Dokumentasi,Masih dalam penyelidikan,,,,0,,0
1042,6206 107 2023 09 029 1,6206,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,Katingan Hilir,KATINGAN,KALIMANTAN TENGAH,Dokumentasi,,,,,0,,0
1043,3209 107 2023 09 029 1,3209,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,Kec.  Dukupuntang Ds. Cipanas,CIREBON,JAWA BARAT,Dokumentasi,●Pada hari jumat pukul 13.00 WIB Terlihat kepulan api secara visual yang berada di Gunung Kuda dikarenakan kondisi faktor cuaca di musim kemarau dan angin yang cukup kencang kemudian menyebar ke Gunung Embe dan gunung sembalong yang berada di desa Cipanas.,,,,0,,0
1044,6310 107 2023 09 029 1,6310,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,"Desa Kersik Putih (jalan masuk perumahan madani) RT.08, Kec. Batulicin Kab.Tanah Bumbu Jl. Lingkar 30, Desa Kersik Putih Kec. Batulicin, Kab. Tanah Bumbu Jl. Tanjung Minung RT.05, Kel Gunung Tinggi, Kec.Batulicin, Kab.Tanah Bumbu",TANAH BUMBU,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1045,1402 107 2023 09 029 1,1402,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,"Kec. Batang Cenaku, Desa. Aur Cina Kec. Batang Peranap, Desa. Pesajian Kec. Lirik, Desa. Banjar Balam",INDRAGIRI HULU,RIAU,Dokumentasi,,,,,0,,0
1046,3211 107 2023 09 029 1,3211,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,Kecamatan Buahdua Desa/KelCilangkap Kecamatan Jatinangor Desa/KelCilayung,SUMEDANG,JAWA BARAT,Dokumentasi,Belum Diketahui,,,,0,,0
1047,6306 107 2023 09 029 1,6306,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,"Pihanin Raya kec. Daha selatan Kab. HSS Desa Muning Baru, Kec Daha selatan Kab.HSS Desa Tumbukan Banyu,Kec Daha Selatan Kab. HSS",HULU SUNGAI SELATAN,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1048,6407 107 2023 09 029 1,6407,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Melak DESA Bunyut,KUTAI BARAT,KALIMANTAN TIMUR,Dokumentasi,,,,,0,,0
1049,1702 107 2023 09 029 1,1702,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,,REJANG LEBONG,BENGKULU,Dokumentasi,,,,,0,,0
1050,6372 107 2023 09 029 1,6372,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,"Liang Anggang Cempaka Guntung Damar Landasan Ulin Gn Damar, Landasan ulin Landasan ulin tengah",KOTA BANJARBARU,KALIMANTAN SELATAN,Dokumentasi,,,,,0,,0
1051,1401 107 2023 09 029 1,1401,9/29/2023,KEBAKARAN HUTAN DAN LAHAN,"Kec. Salo, Desa. Salo Kec. Salo, Desa. Salo Timur Kec. Salo, Desa. Salo Kec. Tambang, Desa. Rimbo Panjang",KAMPAR,RIAU,Dokumentasi,,,,,0,,0
